Temperature (°C),Category
35.76634200292287,1
39.848859106613695,2
36.601347258133856,0
39.395460708991834,2
37.93437630558467,2
38.85094329983323,2
37.21476772138907,0
37.63066175390761,2
37.158099085385636,0
35.49336073166905,1
38.44573184546443,2
35.97232522966879,1
34.53616941201614,1
38.01464485708014,2
35.39181980467947,1
39.66656807237632,2
39.74200003121449,2
39.52324058523451,2
36.472888721430486,1
34.48655705256166,1
39.59858395049126,2
36.79783123057696,0
39.81326698664455,2
39.796271871699815,2
39.17685295061722,2
36.04891379558968,1
36.55654728017078,0
39.166365360494396,2
36.17476322887515,1
35.349159381442114,1
37.51808706976676,2
39.642466735300374,2
38.29776686137985,2
37.59234255250044,2
34.944188365116304,1
37.84404046951535,2
39.944301560583874,2
35.18447048532453,1
37.30264605323693,0
39.313289202796554,2
38.548304259423546,2
38.3032881495735,2
38.33391087032781,2
36.41315044683063,1
36.04411432788116,1
38.932422470679676,2
38.93663501020341,2
39.25560498404858,2
39.514147094316236,2
37.26351743362125,0
37.208491250248315,0
38.87045300221394,2
38.03979801235548,2
38.33101451264314,2
38.85643894884217,2
39.38402991417837,2
36.2927728783686,1
36.50326453478368,0
34.92629886310886,1
37.63836878957857,2
34.601276733261756,1
37.007348901541775,0
37.438809954362426,0
36.00463101191839,1
37.70866625918646,2
34.57080139965868,1
34.6091498569956,1
39.00656313969409,2
36.41706759190307,1
35.11153887085055,1
37.324562256306905,0
38.71196389735222,2
35.60859775398232,1
37.8881866645864,2
34.8779458039651,1
34.6894176385442,1
37.375585936781626,0
37.4275566810166,0
37.96960744838996,2
38.466111468846904,2
39.86477164499019,2
37.29128195048669,0
36.20855624847098,1
38.85304269070474,2
35.91666060706761,1
36.85823995595156,0
34.83935573551669,1
34.54196416312656,1
39.79083112219638,2
39.08148867486835,2
38.29745555412471,2
36.69013648871991,0
35.370448192396736,1
35.27604743895808,1
35.80136022972173,1
37.47566932235427,0
38.401737167120345,2
38.097105309619295,2
35.96762982289728,1
39.74724557171389,2
38.532222733496305,2
37.50438269406384,2
37.82563617891237,2
36.749760349595626,0
35.78729354120648,1
36.39344700044706,1
38.64393821860047,2
34.48060353632663,1
35.05000678683873,1
34.65761479532181,1
34.62808129298623,1
39.19057927046164,2
38.34048401252813,2
37.05537344288902,0
34.947871299645605,1
37.15304890065426,0
37.05144191637117,0
35.36993047149608,1
36.82956923573265,0
36.63162651262529,0
37.84876054909241,2
37.95652444485881,2
34.65370245472345,1
36.49783064190824,1
37.90481552799972,2
37.21756304804849,0
39.1963431106546,2
38.08868433706609,2
35.31243279165601,1
34.795184985442404,1
37.99754795795537,2
34.548463339033084,1
37.68034325513139,2
39.665289351979766,2
37.622655396104925,2
36.57375158675652,0
38.002414023277176,2
36.96621618675249,0
37.455454020169235,0
39.67220292914854,2
36.56217477168433,0
39.78266715741392,2
39.46996359495396,2
35.496430354820056,1
34.78842328490092,1
34.964356807713585,1
34.50204222364868,1
34.9288805802332,1
38.224837931131596,2
34.79865643137728,1
36.18626352964506,1
39.13130174142894,2
34.530322840120625,1
38.96102350249804,2
35.97838673873104,1
35.06172303468127,1
38.301728126039244,2
37.92207994196735,2
39.313843275751495,2
38.51639784530176,2
38.89949321015515,2
35.97939360639931,1
35.393661445166444,1
38.603442609188804,2
38.91827453989668,2
39.94682879520377,2
36.71065899070399,0
36.48330128043958,1
38.74791258015518,2
36.3084998254169,1
39.612241023379966,2
39.20711141032086,2
36.802366553300104,0
38.604877979632384,2
38.62544009487422,2
34.97749366548122,1
39.454296277405575,2
37.229413285708,0
39.02816181020335,2
36.19227776577142,1
39.414930079578724,2
36.57952940091131,0
34.46069084828967,1
39.470139067947876,2
34.911205390002344,1
36.18815637050632,1
39.720347015484506,2
39.72340002285031,2
37.6112521734904,2
37.93828838815087,2
36.91129492307859,0
36.04198032150916,1
36.240521454071526,1
38.166103354031414,2
38.61329736485101,2
38.832842644864755,2
38.8218615996495,2
34.91075417707266,1
37.168753706334456,0
34.72232905609321,1
37.47736174101292,0
36.87257080769091,0
39.371143423446476,2
36.36512407029164,1
35.05557529199459,1
35.20075341949588,1
38.664459537617844,2
37.86202115457106,2
34.96628698628762,1
34.87099811424398,1
38.32542713617107,2
34.80747283563948,1
39.002416332025994,2
38.35495647207638,2
34.855553171594636,1
34.87509119887707,1
39.925181639606585,2
36.49591645623427,1
36.47559602357459,1
38.95167757664201,2
39.704592033349606,2
39.921605957408076,2
38.61891783745007,2
36.50705367897313,0
34.86760401351254,1
38.75202272919365,2
37.52706379852051,2
36.775643251783066,0
39.47558455653052,2
35.022705900914445,1
37.15870058402881,0
34.463580410697546,1
37.02449959516711,0
34.71529834381829,1
35.0653803311012,1
35.058146981951786,1
38.03557769184996,2
38.57785132388637,2
37.66686508454409,2
39.788166271457435,2
36.49927524533274,1
35.99998768317842,1
39.26415511786098,2
35.65213669570893,1
39.79404622086742,2
34.46806505826297,1
39.83132142956278,2
34.64169550692323,1
39.3904014367092,2
37.35512621088328,0
39.96060285826808,2
34.81326076251823,1
37.5015839926474,2
39.82809419946695,2
37.329347927352835,0
37.92463237355747,2
38.296192658313856,2
36.94542996269953,0
37.91432524847075,2
37.67216014676936,2
39.446484858749535,2
34.65449972991216,1
35.97339386171649,1
39.72230431082873,2
39.38547718978913,2
36.95167781559999,0
37.8727425476886,2
35.95333462469434,1
35.453478494453066,1
36.9967110676639,0
36.3787724769459,1
37.668474226364886,2
34.83531396700391,1
39.85661092293053,2
39.922780169085776,2
38.309705598510575,2
37.40213965152707,0
36.13335465120343,1
38.957252110358915,2
38.23449456630172,2
35.31065486033139,1
39.50119223316552,2
39.00620856036974,2
39.718879514434775,2
38.46402924697482,2
37.83512509724042,2
36.742161003227466,0
39.623279506782474,2
39.24995778120228,2
34.65322455259466,1
34.54765505718461,1
36.50819485451708,0
38.93909865237826,2
39.92874632416369,2
35.24233459017976,1
37.72713200597195,2
36.53298879713372,0
39.831520627761776,2
39.11586596955997,2
39.094640746382375,2
37.024681694851836,0
36.722989213090926,0
35.931079602811955,1
34.71570278124519,1
39.2424453070283,2
38.952245651128436,2
39.998418970402334,2
39.981166287613874,2
37.510417551374715,2
38.70632952501086,2
39.6906880873416,2
39.1580253877935,2
35.7851493697619,1
36.92304715773652,0
35.12329272484837,1
39.742685752648846,2
37.794577952924925,2
35.68039971081939,1
38.1615238326728,2
37.861518146564215,2
36.4057112209839,1
35.035922516317925,1
38.16080989531968,2
37.313723125061244,0
38.72498299371958,2
37.312915606227165,0
39.17221640178383,2
37.490678297137116,0
37.54125264059816,2
39.30926017488673,2
36.65950405078942,0
35.15048527932359,1
34.5611829873547,1
38.62876863177227,2
37.8737334875794,2
38.342846701355654,2
35.5925993044499,1
35.16368026328591,1
34.48145012774014,1
36.36329032931694,1
37.70353904638594,2
36.5965666525585,0
36.849859563332885,0
39.46328868916499,2
36.35023061533048,1
37.27834113929494,0
38.7884568713504,2
36.62063958099911,0
37.88368552127609,2
39.22923676898177,2
39.7173154924828,2
35.22361149320261,1
39.58889070090437,2
37.155851241245415,0
35.84616857447416,1
36.97116023493426,0
39.88818242159867,2
37.15866132636007,0
36.24100901761005,1
37.94704478417366,2
35.74481546515788,1
34.824834637408514,1
35.12172644269963,1
35.11705669816352,1
35.250655083668846,1
35.177432166836695,1
37.988898570898,2
35.41852847263521,1
36.33573678661363,1
39.42201509547367,2
37.054185185472086,0
38.13832333571775,2
35.36499127872913,1
35.47681850532855,1
34.62886425109228,1
35.34603635320412,1
35.960105898578966,1
35.39125871194978,1
34.89673418903951,1
35.075560878163365,1
36.98036110098327,0
35.55546882307244,1
36.439911221869224,1
37.2191367167872,0
38.26621104032444,2
34.62014798311015,1
38.876698233890636,2
37.91624218114908,2
34.857850578913684,1
39.29204029499795,2
39.55688544297816,2
34.742036575187235,1
35.95051482962434,1
38.914727166841146,2
38.590254266148484,2
35.43331770839571,1
35.57235621068558,1
36.47464377563174,1
37.11332871706972,0
37.86222672056966,2
36.46591638159072,1
36.99019441034563,0
38.58583725354904,2
34.605425936187345,1
35.81364688832652,1
38.3947576809535,2
39.41315829104832,2
37.26539367584773,0
37.379835517485766,0
35.00016326350274,1
36.905509254211346,0
37.38265669214813,0
35.75783482035448,1
35.907762093316535,1
36.51279131338589,0
34.51239870755526,1
36.203643327265794,1
35.58410883918065,1
36.23398517219632,1
35.0706679381878,1
39.38695277214341,2
37.724117739902674,2
38.202972987209144,2
38.81935893620109,2
37.19127631400272,0
34.88675361328957,1
37.40779663418387,0
37.686310260916926,2
38.574461055432245,2
36.817293458886205,0
35.11444969565515,1
35.98914507247286,1
36.43326085983236,1
38.017136551456964,2
37.596358506145904,2
36.39414166502794,1
39.92448539324069,2
37.79233898839857,2
35.72847003372157,1
34.96998184667426,1
35.25601117943226,1
35.777363278953246,1
35.29981569025351,1
35.444775334687314,1
35.99653294468554,1
35.37089213365063,1
39.42188637790798,2
34.84930897570519,1
37.33726378159343,0
36.698222231142104,0
39.901320254688194,2
35.02741785214109,1
36.62799135465615,0
39.82903442634206,2
39.24683990500629,2
38.97560359731597,2
35.84425583145166,1
35.356970489384366,1
38.14440203157681,2
39.604505539114484,2
37.517872200878,2
37.601031061031435,2
35.96788292449759,1
38.70916042587485,2
35.44744499192213,1
36.212603723863765,1
36.78244405625193,0
37.24261812063295,0
35.75749450152445,1
35.043086218539536,1
37.81947223767314,2
36.01633109814543,1
37.654934039966626,2
35.26443120553553,1
37.09438457038698,0
37.38250082228888,0
34.69021180620559,1
36.284983957885956,1
35.152722190858256,1
34.754899834647496,1
39.94377730138369,2
36.20518153185845,1
38.93529689678596,2
35.82598766667708,1
38.216415244454005,2
38.657276015382244,2
37.73557694740393,2
37.040826655880885,0
36.706309119224706,0
36.35366229264077,1
39.605363207787825,2
39.05146868361128,2
39.80415069973247,2
35.09606445151905,1
38.49285786114041,2
39.65470655819781,2
35.414905170527696,1
34.77237909725395,1
38.55027563602433,2
37.61704943380751,2
39.11424114984632,2
35.18272530910722,1
38.85349694641538,2
35.52911299226737,1
35.316473280047944,1
35.31988846841356,1
38.96161843329574,2
38.12510443589872,2
37.329166378707065,0
36.409450711091615,1
39.31232302855341,2
36.597692601566756,0
38.97295686104083,2
36.85915548799322,0
36.51088880477948,0
36.9910067997498,0
36.087716095319195,1
38.586612528987004,2
37.21523418451788,0
35.70039109282217,1
39.43761761033758,2
36.54979083968998,0
37.443896022238334,0
39.47624382140146,2
37.895732777118354,2
35.05462902796684,1
39.66305989223546,2
37.91516509719994,2
36.275471442079684,1
35.17992360691497,1
38.846541059913655,2
37.872407433199676,2
37.387382115067396,0
39.40579846508536,2
38.816144382857374,2
35.24937932650341,1
36.14564357965507,1
35.79153918296101,1
38.56609923840699,2
34.58778163452036,1
37.59138223527937,2
38.669768640147865,2
39.30988756586579,2
36.315657792809084,1
38.99904090616327,2
35.01953772694916,1
39.1401328337133,2
35.1139365090591,1
36.624808827138054,0
38.8648540483655,2
35.23953759315313,1
35.68380781330279,1
38.44461438300117,2
38.43220460465802,2
37.990426744157666,2
38.28611128901576,2
37.43925688274654,0
35.810074729878934,1
36.33589756362195,1
35.41694721408798,1
39.487323143468316,2
37.66699405069028,2
36.64476793387638,0
36.987232500407146,0
39.704786701826166,2
35.258767857450046,1
37.68288705929406,2
37.23297660175301,0
37.82414371843403,2
34.501417029396706,1
39.28389389008725,2
39.61986238190823,2
37.56474582809957,2
38.301244613710594,2
39.565996534592855,2
38.36053635215503,2
35.25421864031986,1
37.627214816934156,2
37.79760425974399,2
36.77513175929336,0
38.524087719498446,2
39.63245528270648,2
39.58318367227795,2
36.92470047986314,0
35.03413305670823,1
39.915110714189076,2
39.09782928409723,2
35.09811101473829,1
39.55671454265728,2
39.27141962754792,2
37.305493119906004,0
37.711142440171606,2
36.634415141672726,0
34.70666517740337,1
36.27710455321704,1
38.89597931214887,2
34.42593932882578,1
36.267595361470406,1
36.62974468410928,0
37.409415376452365,0
39.55119145191146,2
36.33953756844938,1
36.342937930618874,1
38.53000698941459,2
36.93242046898292,0
35.6577870084639,1
36.93366129034308,0
35.188799314126875,1
35.38776712443485,1
37.19085952734109,0
36.74598251722547,0
39.52313704598136,2
36.429405835053146,1
37.65129476155704,2
37.94068001234937,2
34.47332895689467,1
38.11580928329358,2
35.39700141447061,1
39.78199377782895,2
35.23251127541743,1
36.721895092871335,0
34.877958141240406,1
39.982495810337305,2
37.21229205785496,0
37.734156096992244,2
34.77562827337519,1
38.59977863423539,2
35.57547132133528,1
39.429104020867996,2
35.54878198669924,1
35.46785123571653,1
34.60467813994933,1
37.04357489261599,0
37.56311034627065,2
34.76796838079877,1
38.742954653492056,2
36.93841747458895,0
37.33658550823445,0
36.868271382854076,0
36.644273140901824,0
37.53398585532602,2
35.26934537721199,1
35.41879753077352,1
39.2259994776757,2
39.69824658794835,2
36.49053217116661,1
35.9161701696039,1
38.006397442138486,2
36.68891135814934,0
34.54216359169793,1
35.27445454525066,1
38.40944448154543,2
38.08997407469685,2
34.551737558019504,1
35.64304410682452,1
35.6940188608932,1
38.16259936415288,2
34.51037901142444,1
34.983008059113615,1
38.87953007808986,2
35.399850107504264,1
38.0553782039705,2
35.73382357386167,1
34.95687179945233,1
35.761764269596945,1
38.44469481839169,2
39.1919002213952,2
39.04923124157515,2
36.624227765863345,0
38.14127676479562,2
35.5479120543286,1
36.04162728946167,1
39.41948058371827,2
34.47281077166012,1
34.87884777278502,1
35.56416302881775,1
34.54858034169339,1
35.416038436502866,1
37.665032741430274,2
36.75997748331799,0
39.398961582031056,2
38.977683945735265,2
36.314177169508106,1
35.852771227215236,1
36.52627748573669,0
37.70565167808292,2
35.90115638860811,1
37.89523388395515,2
36.69270525227095,0
37.49146421277109,0
36.84230856315777,0
36.049008253434735,1
39.71133851898808,2
38.67619244729466,2
35.18463378429213,1
39.26342066502831,2
37.12961471019727,0
39.409492470606914,2
38.879189433304965,2
36.781195625027706,0
34.52582812659266,1
35.904593212555696,1
37.43315160210086,0
37.94747803102642,2
35.844171038425934,1
35.18039401480782,1
39.075609326076076,2
39.91265221193989,2
37.34386502089504,0
35.3614040007505,1
35.924921028508464,1
34.50298778866581,1
39.520073316738795,2
35.05940606418479,1
37.62849226287982,2
35.93470923584835,1
37.50339681408844,2
38.04795417477044,2
39.04655410076033,2
35.555959121859374,1
34.461576640487486,1
35.16655952838532,1
39.44010439434939,2
39.29378443435009,2
37.745513372153724,2
37.76289441842846,2
38.12420537745903,2
35.38207916029132,1
39.52070689717978,2
36.745114939395606,0
36.54557575819719,0
37.30593914958389,0
34.66300941394031,1
35.33118686503404,1
38.532988251987675,2
34.863672540380705,1
37.77765181301177,2
35.773955014215396,1
36.58005543863507,0
36.01668492591592,1
36.39176721220372,1
38.426657069031776,2
36.063881607489776,1
37.571865985662626,2
37.06588225231496,0
38.11655852603083,2
39.64624654021864,2
38.5024037443774,2
35.60366612010824,1
34.57462555634319,1
35.86867864807902,1
37.73243641192143,2
34.687984555511804,1
37.179650984326926,0
37.742319953934576,2
36.27176578857498,1
38.7171083409766,2
34.99695021754912,1
34.82077157772053,1
38.477857034740175,2
37.17475137075471,0
38.25505341999532,2
36.83503309618098,0
35.779851386139,1
38.986972978975516,2
38.876728922226285,2
38.29030023678479,2
35.92401276848779,1
37.70529173446689,2
36.42145382286415,1
34.91285961062915,1
39.53695602258856,2
35.166184333146184,1
39.72132918139649,2
36.897632328564555,0
35.43674440149627,1
37.4346453053188,0
39.28849668090788,2
38.50045936389354,2
38.91674242802412,2
38.08918685358002,2
38.27674876129997,2
39.155495648765786,2
35.79814084961144,1
37.14077979640159,0
35.63877287418977,1
39.930940844781226,2
39.686732302245034,2
34.62079014366363,1
38.35122096608786,2
39.58139057752773,2
35.41122193271307,1
37.580493291094726,2
39.52673446649303,2
34.59009748008047,1
38.305553496582306,2
36.06515444128628,1
39.57661869410857,2
39.83792617292606,2
39.68789233903523,2
37.0555996132818,0
39.227438845540156,2
39.12947663179639,2
36.18696265016223,1
39.04192665524379,2
34.607242754406755,1
37.7391113194995,2
35.68804948881114,1
35.07517456035276,1
34.83093792912357,1
38.299217144917584,2
36.30329979710117,1
38.45869392056106,2
34.76599550847408,1
36.16562589185142,1
37.421151237301885,0
38.8280497230982,2
36.18501401641959,1
37.90499170804725,2
39.36147539012265,2
37.848833853820906,2
35.70457305862035,1
34.53664437671661,1
39.27255369384521,2
34.51910870076217,1
39.29832936703151,2
37.36204795055239,0
39.65877911167222,2
38.87318612033253,2
39.98843101898669,2
36.36398616652958,1
38.69625441801431,2
36.65081311621176,0
37.08730347370189,0
37.914030594022876,2
39.292591839443496,2
39.91086742751605,2
38.7023311176413,2
36.73949398013707,0
36.759599212751596,0
38.53046088889779,2
35.737152016302495,1
35.01865503353581,1
36.38588408278835,1
36.00853835326286,1
36.059325474553546,1
35.708203405879495,1
34.635721861963624,1
34.500094034507114,1
39.93124538252178,2
36.795529548920825,0
36.55222922409422,0
38.20602478308119,2
35.622221772044355,1
39.71978263012126,2
38.803532080727095,2
34.90070161294865,1
36.7384523443956,0
39.323062522348124,2
39.6904993248319,2
37.01744846299927,0
37.83510377957996,2
35.33539009811562,1
39.95054430636707,2
35.69736152774728,1
39.679297935156704,2
38.03802123435726,2
37.80332605132161,2
37.27105566169245,0
35.69175094561945,1
35.38855697923084,1
35.63472277079298,1
35.444054268007825,1
38.76567305197382,2
36.36070145133369,1
34.72391898875502,1
39.82697472878854,2
39.34920095579518,2
39.595412785893195,2
39.97148380682004,2
35.37381339562913,1
36.61895530585489,0
38.64613546394291,2
38.297715461101234,2
35.26181707550319,1
38.96866549994746,2
35.6568672022853,1
35.65337864300669,1
37.40705676820311,0
37.72046363511354,2
37.64848276389174,2
34.912326289427426,1
39.31378083073013,2
35.887360238496754,1
35.1252835591837,1
39.37698924726627,2
39.751648390086615,2
39.22791465668652,2
38.93329001845932,2
38.06935509157852,2
37.48480127541118,0
34.887125855503896,1
36.68733799319591,0
36.48705569526896,1
35.85462118905782,1
38.451152636656076,2
37.176904116441115,0
34.85385880908283,1
35.63302593091894,1
38.22624907649374,2
34.82633281314568,1
39.16675871867311,2
37.17282055127826,0
37.09128483302923,0
37.717483594093295,2
39.01821340918084,2
36.34773156425228,1
38.196890454330756,2
37.56809899837643,2
35.89535831294876,1
39.320327923588884,2
38.865585720998794,2
38.08733027408718,2
39.16325768292776,2
39.256847525374894,2
38.36683266960419,2
39.08727463883656,2
38.30584018534799,2
38.20878832185768,2
37.86422371800503,2
38.61521318152279,2
35.28818858964121,1
39.332876251514,2
39.2823237553733,2
34.56378478499353,1
39.02457380316267,2
35.12167125785129,1
36.27666558385119,1
38.563646235233,2
35.300255417870524,1
38.980615335066744,2
39.059951396563356,2
37.24181930906068,0
34.435760881614264,1
36.007413545779514,1
37.85479074290416,2
39.894642596953574,2
37.938155751293344,2
35.85490005395929,1
37.95043193735782,2
37.42391812640879,0
38.7671342128464,2
34.99909157743097,1
38.66175625401136,2
37.43109284058622,0
39.79275522161037,2
36.31448412981664,1
37.94268260155011,2
39.619357390856095,2
34.9740544767478,1
39.64847952852413,2
38.252160044884555,2
34.77988753098896,1
36.08539597490217,1
38.36576369641357,2
34.77716336822512,1
37.66015457698713,2
36.336945118936555,1
37.877126899497874,2
34.65615538935007,1
39.280606114453306,2
39.85153822739342,2
39.82571598959987,2
38.59805025776038,2
35.12848294473154,1
38.646273897202526,2
34.537686732169284,1
34.52389188856238,1
36.21221722723743,1
37.13640186626613,0
38.71428153972364,2
38.22645410899643,2
36.89705515570979,0
35.93230933117733,1
39.983897200883185,2
36.78661529252145,0
36.927767336246184,0
35.316293398673345,1
38.85093347299961,2
38.28462046437634,2
35.636309831617055,1
34.86133385544872,1
38.21079609161839,2
38.065262799974356,2
35.93025335118997,1
39.7248359486023,2
35.24592419397304,1
36.82107488583857,0
39.684249152938555,2
36.750472974786284,0
37.97574530691888,2
36.62652862859165,0
35.93560513315255,1
39.91027482857504,2
36.69227043536424,0
39.40695554060315,2
35.68774579299008,1
35.59338634254046,1
34.57435086415326,1
38.04933422210495,2
36.46374752485306,1
39.24040619910197,2
37.04997547747272,0
39.82188319632244,2
35.43894288793748,1
39.26428974055142,2
38.74894237563375,2
38.71716233000669,2
39.13078607745457,2
38.66173434928079,2
37.906833801135924,2
35.13497131502137,1
34.58214660515101,1
39.556747947767846,2
37.853241761316134,2
38.860608829466585,2
37.09652516847028,0
35.05692585818941,1
35.10104043633428,1
38.23916560848224,2
36.80971301143699,0
35.52293846952188,1
37.152929461752045,0
34.75957004762075,1
37.65903985072063,2
35.90636306483655,1
38.86633096356825,2
36.13802696997201,1
36.94923283485809,0
34.46507502348536,1
34.805702571649526,1
36.597963915877436,0
37.08765747441589,0
37.7601150694681,2
36.0333104407721,1
38.29189856230864,2
39.216685424259545,2
38.76716553780276,2
34.6218654219508,1
37.09083890464384,0
34.98760899914178,1
35.755452088830154,1
39.92531052229602,2
35.19797504024847,1
37.19377365932759,0
37.861672112181466,2
38.33380383504698,2
37.53403262752672,2
34.45471674554743,1
36.22818332616635,1
37.299185202954384,0
34.89205239521107,1
36.36351081477141,1
34.585937409231654,1
34.840039584068116,1
36.622770346728934,0
35.143208222641135,1
37.57822875026473,2
38.261003827168686,2
38.88328551501086,2
35.520841367770934,1
35.33790246065079,1
34.98557990587264,1
37.964009397444364,2
38.356264068326645,2
34.5768824110236,1
39.64278857896466,2
34.691039188448244,1
37.43125947768599,0
38.370738908925134,2
39.27742709297808,2
38.398886819941595,2
38.889677265190834,2
36.30092107823971,1
38.96302063698047,2
34.84864313975418,1
39.41097327393896,2
37.46651730646092,0
38.97686751178996,2
36.93298239330248,0
38.00403509310054,2
37.347854901242236,0
38.49690132182986,2
34.8571278993713,1
34.73797167034716,1
35.78377811045682,1
35.29345020863386,1
39.281987972916326,2
35.62759832920505,1
39.86484543258713,2
36.2866164339182,1
35.41986032785672,1
38.822311639997885,2
38.088763542804905,2
37.18989601213758,0
37.51003588525074,2
38.427529958324676,2
35.679346551455275,1
39.979469929917755,2
39.858841708021984,2
38.04182384354284,2
35.51743772520321,1
38.20927815761523,2
34.804311090283385,1
34.57165401235251,1
35.8430241756628,1
36.99068855774017,0
39.26232603028693,2
38.472146790691326,2
38.559156518719895,2
36.78276267290922,0
36.337235958262994,1
36.477817072713776,1
39.93083755692192,2
34.6246114719099,1
39.25537637828571,2
37.640582288005405,2
36.856246347461706,0
38.46144289832476,2
37.125346071978335,0
39.291170133257296,2
39.44393043846305,2
36.76163719049135,0
35.950235664516285,1
37.71716184012283,2
39.50923473545347,2
35.57970825843173,1
37.8886128679555,2
37.93673723251811,2
38.505432925525575,2
35.13677903671265,1
38.4086198022197,2
39.49058211572759,2
35.406225409673354,1
35.730242619573716,1
39.83981252663318,2
35.413470935173144,1
39.18455652286964,2
37.15675599610899,0
35.78449401665779,1
39.27619944712606,2
36.89370942801493,0
37.28297718200626,0
36.41170686863869,1
37.720524768035595,2
35.31573368647613,1
36.590056605249856,0
39.82870900507761,2
35.84554722312631,1
38.07772532143124,2
36.22106435965829,1
38.73144950384496,2
35.132892500022756,1
39.83099785243985,2
36.94122143174838,0
35.721882594740194,1
34.81158178504807,1
35.35064426849023,1
37.310734111913696,0
36.287217788015205,1
39.041746848942616,2
36.81297013250611,0
35.79279992649073,1
